city,year,indicator,value,value_interp,source,quality
Lisbon,1996,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,1997,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,1998,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,1999,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2000,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2001,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2002,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2003,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2004,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2005,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2006,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2007,bankruptcies,2612,2612,OECD_SME_finance,descriptive
Lisbon,2008,bankruptcies,1781.534456355,1781.534456355,OECD_SME_finance,descriptive
Lisbon,2009,bankruptcies,1911.5674603175,1911.5674603175,OECD_SME_finance,descriptive
Lisbon,2010,bankruptcies,2049.117300131,2049.117300131,OECD_SME_finance,descriptive
Lisbon,2011,bankruptcies,2381.00537766,2381.00537766,OECD_SME_finance,descriptive
Lisbon,2012,bankruptcies,3364.459334175,3364.459334175,OECD_SME_finance,descriptive
Lisbon,2013,bankruptcies,3010.080741627,3010.080741627,OECD_SME_finance,descriptive
Lisbon,2014,bankruptcies,1992.82504146,1992.82504146,OECD_SME_finance,descriptive
Lisbon,2015,bankruptcies,2365.133988555,2365.133988555,OECD_SME_finance,descriptive
Lisbon,2016,bankruptcies,1798.404413325,1798.404413325,OECD_SME_finance,descriptive
Lisbon,2017,bankruptcies,1542.303867405,1542.303867405,OECD_SME_finance,descriptive
Lisbon,2018,bankruptcies,1340.465634075,1340.465634075,OECD_SME_finance,descriptive
Lisbon,2019,bankruptcies,1277.5129918335,1277.5129918335,OECD_SME_finance,descriptive
Lisbon,2020,bankruptcies,1249.8671875,1249.8671875,OECD_SME_finance,descriptive
Lisbon,2021,bankruptcies,766.894884095,766.894884095,OECD_SME_finance,descriptive
Lisbon,2022,bankruptcies,1309,1309,OECD_SME_finance,descriptive
Lisbon,2023,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Lisbon,2024,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,1992,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,1994,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,1998,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2000,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2001,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2002,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2003,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2004,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2005,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2006,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2007,bankruptcies,202,202,OECD_SME_finance,descriptive
Tallinn,2008,bankruptcies,266.2029703,266.2029703,OECD_SME_finance,descriptive
Tallinn,2009,bankruptcies,602.20449175,602.20449175,OECD_SME_finance,descriptive
Tallinn,2010,bankruptcies,512.720379147,512.720379147,OECD_SME_finance,descriptive
Tallinn,2011,bankruptcies,291.80155642,291.80155642,OECD_SME_finance,descriptive
Tallinn,2012,bankruptcies,237.227126805,237.227126805,OECD_SME_finance,descriptive
Tallinn,2013,bankruptcies,225.8636363635,225.8636363635,OECD_SME_finance,descriptive
Tallinn,2014,bankruptcies,210.623093682,210.623093682,OECD_SME_finance,descriptive
Tallinn,2015,bankruptcies,181.925233645,181.925233645,OECD_SME_finance,descriptive
Tallinn,2016,bankruptcies,162.04787234,162.04787234,OECD_SME_finance,descriptive
Tallinn,2017,bankruptcies,172.6940298505,172.6940298505,OECD_SME_finance,descriptive
Tallinn,2018,bankruptcies,126.295918365,126.295918365,OECD_SME_finance,descriptive
Tallinn,2019,bankruptcies,135.1336996335,135.1336996335,OECD_SME_finance,descriptive
Tallinn,2020,bankruptcies,183.41512915,183.41512915,OECD_SME_finance,descriptive
Tallinn,2021,bankruptcies,16.602639295000003,16.602639295000003,OECD_SME_finance,descriptive
Tallinn,2022,bankruptcies,46.572815534,46.572815534,OECD_SME_finance,descriptive
Tallinn,2023,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Tallinn,2024,bankruptcies,NA,NA,OECD_SME_finance,descriptive
Athens,1978,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1979,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1981,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1982,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1983,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1984,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1985,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1986,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1987,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1988,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1989,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1990,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1991,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1992,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1993,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1994,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1995,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1996,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1997,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1998,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1999,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2000,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2001,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2002,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2003,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2004,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2005,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2006,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2007,factoring,1279.477,1279.477,OECD_SME_finance,descriptive
Athens,2008,factoring,1725.253,1725.253,OECD_SME_finance,descriptive
Athens,2009,factoring,1766.679,1766.679,OECD_SME_finance,descriptive
Athens,2010,factoring,1729.51,1729.51,OECD_SME_finance,descriptive
Athens,2011,factoring,1492.697,1492.697,OECD_SME_finance,descriptive
Athens,2012,factoring,1534.059,1534.059,OECD_SME_finance,descriptive
Athens,2013,factoring,1409.634,1409.634,OECD_SME_finance,descriptive
Athens,2014,factoring,1694,1694,OECD_SME_finance,descriptive
Athens,2015,factoring,1693.3,1693.3,OECD_SME_finance,descriptive
Athens,2016,factoring,1716.399,1716.399,OECD_SME_finance,descriptive
Athens,2017,factoring,1739.812,1739.812,OECD_SME_finance,descriptive
Athens,2018,factoring,1931.257,1931.257,OECD_SME_finance,descriptive
Athens,2019,factoring,1963.317,1963.317,OECD_SME_finance,descriptive
Athens,2020,factoring,1886.2,1886.2,OECD_SME_finance,descriptive
Athens,2021,factoring,2373.597,2373.597,OECD_SME_finance,descriptive
Athens,2022,factoring,2982.247,2982.247,OECD_SME_finance,descriptive
Athens,2023,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,2024,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1982,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1983,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1984,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1985,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1986,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1988,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1989,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1991,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1992,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1993,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1994,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1995,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1996,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1997,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1998,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,1999,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2000,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2001,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2002,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2003,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2004,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2005,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2006,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2007,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2008,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2009,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2010,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2011,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2012,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2013,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2014,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2015,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2016,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2017,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2018,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2019,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2020,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2021,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2022,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2023,factoring,NA,NA,OECD_SME_finance,descriptive
Barcelona,2024,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1980,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1985,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1986,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1989,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1990,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1991,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1992,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1993,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1995,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1996,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1997,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1998,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,1999,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2000,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2001,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2002,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2003,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2004,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2005,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2006,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2007,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2008,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2009,factoring,621.012834,621.012834,OECD_SME_finance,descriptive
Lisbon,2010,factoring,732.788031,732.788031,OECD_SME_finance,descriptive
Lisbon,2011,factoring,402.087725,402.087725,OECD_SME_finance,descriptive
Lisbon,2012,factoring,338.004294,338.004294,OECD_SME_finance,descriptive
Lisbon,2013,factoring,375.945033,375.945033,OECD_SME_finance,descriptive
Lisbon,2014,factoring,476.143981,476.143981,OECD_SME_finance,descriptive
Lisbon,2015,factoring,546.727377,546.727377,OECD_SME_finance,descriptive
Lisbon,2016,factoring,440.716501,440.716501,OECD_SME_finance,descriptive
Lisbon,2017,factoring,418.343858,418.343858,OECD_SME_finance,descriptive
Lisbon,2018,factoring,929.6369877,929.6369877,OECD_SME_finance,descriptive
Lisbon,2019,factoring,855.2272417,855.2272417,OECD_SME_finance,descriptive
Lisbon,2020,factoring,513.2278418,513.2278418,OECD_SME_finance,descriptive
Lisbon,2021,factoring,99,99,OECD_SME_finance,descriptive
Lisbon,2022,factoring,113,113,OECD_SME_finance,descriptive
Lisbon,2023,factoring,NA,NA,OECD_SME_finance,descriptive
Lisbon,2024,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,1992,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,1994,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,1998,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2000,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2001,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2002,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2003,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2004,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2005,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2006,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2007,factoring,1289.984352,1289.984352,OECD_SME_finance,descriptive
Tallinn,2008,factoring,1405.67285,1405.67285,OECD_SME_finance,descriptive
Tallinn,2009,factoring,988.8369367,988.8369367,OECD_SME_finance,descriptive
Tallinn,2010,factoring,909.2908442,909.2908442,OECD_SME_finance,descriptive
Tallinn,2011,factoring,1129.215969,1129.215969,OECD_SME_finance,descriptive
Tallinn,2012,factoring,1924.278351,1924.278351,OECD_SME_finance,descriptive
Tallinn,2013,factoring,1981.287703,1981.287703,OECD_SME_finance,descriptive
Tallinn,2014,factoring,2094.191828,2094.191828,OECD_SME_finance,descriptive
Tallinn,2015,factoring,2239.374012,2239.374012,OECD_SME_finance,descriptive
Tallinn,2016,factoring,2090.424666,2090.424666,OECD_SME_finance,descriptive
Tallinn,2017,factoring,2290.405502,2290.405502,OECD_SME_finance,descriptive
Tallinn,2018,factoring,3033.815695,3033.815695,OECD_SME_finance,descriptive
Tallinn,2019,factoring,3450.64304,3450.64304,OECD_SME_finance,descriptive
Tallinn,2020,factoring,2582,2582,OECD_SME_finance,descriptive
Tallinn,2021,factoring,2988.654868,2988.654868,OECD_SME_finance,descriptive
Tallinn,2022,factoring,3755.50649,3755.50649,OECD_SME_finance,descriptive
Tallinn,2023,factoring,NA,NA,OECD_SME_finance,descriptive
Tallinn,2024,factoring,NA,NA,OECD_SME_finance,descriptive
Athens,1978,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1979,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1981,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1982,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1983,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1984,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1985,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1986,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1987,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1988,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1989,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1990,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1991,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1992,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1993,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1994,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1995,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1996,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1997,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1998,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1999,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2000,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2001,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2002,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2003,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2004,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2005,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2006,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2007,interest_rate,5.945,5.945,OECD_SME_finance,descriptive
Athens,2008,interest_rate,6.265000000000001,6.265000000000001,OECD_SME_finance,descriptive
Athens,2009,interest_rate,4.07,4.07,OECD_SME_finance,descriptive
Athens,2010,interest_rate,4.9,4.9,OECD_SME_finance,descriptive
Athens,2011,interest_rate,6.255,6.255,OECD_SME_finance,descriptive
Athens,2012,interest_rate,6.395,6.395,OECD_SME_finance,descriptive
Athens,2013,interest_rate,6.14,6.14,OECD_SME_finance,descriptive
Athens,2014,interest_rate,5.675,5.675,OECD_SME_finance,descriptive
Athens,2015,interest_rate,5.1,5.1,OECD_SME_finance,descriptive
Athens,2016,interest_rate,4.965,4.965,OECD_SME_finance,descriptive
Athens,2017,interest_rate,4.555,4.555,OECD_SME_finance,descriptive
Athens,2018,interest_rate,4.235,4.235,OECD_SME_finance,descriptive
Athens,2019,interest_rate,3.9770812695,3.9770812695,OECD_SME_finance,descriptive
Athens,2020,interest_rate,3.385,3.385,OECD_SME_finance,descriptive
Athens,2021,interest_rate,3.245,3.245,OECD_SME_finance,descriptive
Athens,2022,interest_rate,3.755,3.755,OECD_SME_finance,descriptive
Athens,2023,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,2024,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1982,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1983,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1984,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1985,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1986,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1988,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1989,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1991,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1992,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1993,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1994,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1995,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1996,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1997,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1998,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,1999,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2000,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2001,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2002,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2003,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2004,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2005,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2006,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2007,interest_rate,5.645,5.645,OECD_SME_finance,descriptive
Barcelona,2008,interest_rate,4.904999999999999,4.904999999999999,OECD_SME_finance,descriptive
Barcelona,2009,interest_rate,2.895,2.895,OECD_SME_finance,descriptive
Barcelona,2010,interest_rate,3.175,3.175,OECD_SME_finance,descriptive
Barcelona,2011,interest_rate,4.155,4.155,OECD_SME_finance,descriptive
